nodeID nodeLabel
1471 G_1471
8322 G_8322
9855 G_9855
51330 G_51330
5191 G_5191
3257 G_3257
7270 G_7270
56923 G_56923
1129 G_1129
55500 G_55500
3240 G_3240
54968 G_54968
57679 G_57679
4891 G_4891
92912 G_92912
2140 G_2140
55154 G_55154
2876 G_2876
1464 G_1464
85464 G_85464
11135 G_11135
51523 G_51523
