nodeID nodeLabel
28962 G_28962
239 G_239
80856 G_80856
54344 G_54344
5817 G_5817
5818 G_5818
50511 G_50511
65981 G_65981
64754 G_64754
3714 G_3714
9367 G_9367
23649 G_23649
8727 G_8727
11343 G_11343
89122 G_89122
375033 G_375033
55650 G_55650
30845 G_30845
1437 G_1437
84233 G_84233
2530 G_2530
5155 G_5155
1611 G_1611
143187 G_143187
754 G_754
1848 G_1848
222068 G_222068
57099 G_57099
56246 G_56246
825 G_825
63971 G_63971
9145 G_9145
9828 G_9828
8914 G_8914
1604 G_1604
5443 G_5443
2760 G_2760
6532 G_6532
8763 G_8763
64398 G_64398
51379 G_51379
84340 G_84340
661 G_661
55614 G_55614
10272 G_10272
3357 G_3357
100137049 G_100137049
340205 G_340205
84883 G_84883
23175 G_23175
347734 G_347734
284 G_284
2542 G_2542
2702 G_2702
165140 G_165140
7857 G_7857
5376 G_5376
51076 G_51076
6832 G_6832
129138 G_129138
63924 G_63924
9220 G_9220
51738 G_51738
4124 G_4124
3108 G_3108
9960 G_9960
50485 G_50485
8273 G_8273
55357 G_55357
27125 G_27125
10955 G_10955
7148 G_7148
27035 G_27035
26297 G_26297
7941 G_7941
6683 G_6683
79872 G_79872
23308 G_23308
8897 G_8897
124641 G_124641
1120 G_1120
3975 G_3975
10998 G_10998
1512 G_1512
7544 G_7544
4781 G_4781
10296 G_10296
55627 G_55627
55160 G_55160
51246 G_51246
3340 G_3340
9683 G_9683
9048 G_9048
26000 G_26000
9263 G_9263
83700 G_83700
80381 G_80381
163702 G_163702
25976 G_25976
285381 G_285381
84524 G_84524
